"sb" "ft" "test" "value"
"22" "tBodyAccJerk-std()-Y" "WALKING_DOWNSTAIRS" "0.0198613278611111"
"22" "tBodyAccJerk-std()-Y" "WALKING_UPSTAIRS" "-0.0575784544857143"
"22" "tBodyAccJerk-std()-Z" "LAYING" "-0.974527011944444"
"22" "tBodyAccJerk-std()-Z" "SITTING" "-0.978928356290323"
"22" "tBodyAccJerk-std()-Z" "STANDING" "-0.981478064920635"
"22" "tBodyAccJerk-std()-Z" "WALKING" "-0.313155902608696"
"22" "tBodyAccJerk-std()-Z" "WALKING_DOWNSTAIRS" "-0.477806646111111"
"22" "tBodyAccJerk-std()-Z" "WALKING_UPSTAIRS" "-0.471703304761905"
"22" "tBodyAccJerkMag-mean()" "LAYING" "-0.971169779305556"
"22" "tBodyAccJerkMag-mean()" "SITTING" "-0.979303714032258"
"22" "tBodyAccJerkMag-mean()" "STANDING" "-0.975876006507936"
"22" "tBodyAccJerkMag-mean()" "WALKING" "0.02291996735"
"22" "tBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" "-0.0179784626888889"
"22" "tBodyAccJerkMag-mean()" "WALKING_UPSTAIRS" "-0.0957840344357143"
"22" "tBodyAccJerkMag-std()" "LAYING" "-0.959849821805556"
"22" "tBodyAccJerkMag-std()" "SITTING" "-0.968576776774194"
"22" "tBodyAccJerkMag-std()" "STANDING" "-0.958825095396825"
"22" "tBodyAccJerkMag-std()" "WALKING" "0.111532924945652"
"22" "tBodyAccJerkMag-std()" "WALKING_DOWNSTAIRS" "-0.0337640982530556"
"22" "tBodyAccJerkMag-std()" "WALKING_UPSTAIRS" "-0.0876501605595238"
"22" "tBodyAccMag-mean()" "LAYING" "-0.934993799305556"
"22" "tBodyAccMag-mean()" "SITTING" "-0.942167353870968"
"22" "tBodyAccMag-mean()" "STANDING" "-0.954807661269841"
"22" "tBodyAccMag-mean()" "WALKING" "0.0722419121669565"
"22" "tBodyAccMag-mean()" "WALKING_DOWNSTAIRS" "0.330999221944444"
"22" "tBodyAccMag-mean()" "WALKING_UPSTAIRS" "0.210282608333333"
"22" "tBodyAccMag-std()" "LAYING" "-0.909407761152778"
"22" "tBodyAccMag-std()" "SITTING" "-0.924336184035484"
"22" "tBodyAccMag-std()" "STANDING" "-0.939866315079365"
"22" "tBodyAccMag-std()" "WALKING" "-0.161591787478261"
"22" "tBodyAccMag-std()" "WALKING_DOWNSTAIRS" "0.133267478527222"
"22" "tBodyAccMag-std()" "WALKING_UPSTAIRS" "-0.158757474833333"
"22" "tBodyGyro-mean()-X" "LAYING" "-0.0208311371125"
"22" "tBodyGyro-mean()-X" "SITTING" "-0.0360430675032258"
"22" "tBodyGyro-mean()-X" "STANDING" "-0.0275201762126984"
"22" "tBodyGyro-mean()-X" "WALKING" "0.0007771571"
"22" "tBodyGyro-mean()-X" "WALKING_DOWNSTAIRS" "-0.0779611213138889"
"22" "tBodyGyro-mean()-X" "WALKING_UPSTAIRS" "0.13497880785381"
"22" "tBodyGyro-mean()-Y" "LAYING" "-0.09257231175"
"22" "tBodyGyro-mean()-Y" "SITTING" "-0.0793617444354839"
"22" "tBodyGyro-mean()-Y" "STANDING" "-0.0690067688269841"
"22" "tBodyGyro-mean()-Y" "WALKING" "-0.0960880731804348"
"22" "tBodyGyro-mean()-Y" "WALKING_DOWNSTAIRS" "-0.0697154455833333"
"22" "tBodyGyro-mean()-Y" "WALKING_UPSTAIRS" "-0.181458414495238"
"22" "tBodyGyro-mean()-Z" "LAYING" "0.145003879319444"
"22" "tBodyGyro-mean()-Z" "SITTING" "0.0804426775241936"
"22" "tBodyGyro-mean()-Z" "STANDING" "0.0733466563174603"
"22" "tBodyGyro-mean()-Z" "WALKING" "0.0775266594847826"
"22" "tBodyGyro-mean()-Z" "WALKING_DOWNSTAIRS" "0.0500708760555556"
"22" "tBodyGyro-mean()-Z" "WALKING_UPSTAIRS" "0.0157359244619048"
"22" "tBodyGyro-std()-X" "LAYING" "-0.956641905833333"
"22" "tBodyGyro-std()-X" "SITTING" "-0.981099172419355"
"22" "tBodyGyro-std()-X" "STANDING" "-0.917837043333333"
"22" "tBodyGyro-std()-X" "WALKING" "-0.318537865869565"
"22" "tBodyGyro-std()-X" "WALKING_DOWNSTAIRS" "-0.237349190997222"
"22" "tBodyGyro-std()-X" "WALKING_UPSTAIRS" "-0.301491709628571"
"22" "tBodyGyro-std()-Y" "LAYING" "-0.9618849625"
"22" "tBodyGyro-std()-Y" "SITTING" "-0.950173478548387"
"22" "tBodyGyro-std()-Y" "STANDING" "-0.964714672857143"
"22" "tBodyGyro-std()-Y" "WALKING" "-0.486322106521739"
"22" "tBodyGyro-std()-Y" "WALKING_DOWNSTAIRS" "-0.550303216666667"
"22" "tBodyGyro-std()-Y" "WALKING_UPSTAIRS" "-0.489417908809524"
"22" "tBodyGyro-std()-Z" "LAYING" "-0.933251870694444"
"22" "tBodyGyro-std()-Z" "SITTING" "-0.946501417741936"
"22" "tBodyGyro-std()-Z" "STANDING" "-0.96058251031746"
"22" "tBodyGyro-std()-Z" "WALKING" "-0.151439515130435"
"22" "tBodyGyro-std()-Z" "WALKING_DOWNSTAIRS" "-0.280417950555556"
"22" "tBodyGyro-std()-Z" "WALKING_UPSTAIRS" "-0.157758060642857"
"22" "tBodyGyroJerk-mean()-X" "LAYING" "-0.100203934722222"
"22" "tBodyGyroJerk-mean()-X" "SITTING" "-0.0986493161935484"
"22" "tBodyGyroJerk-mean()-X" "STANDING" "-0.0975013472380952"
"22" "tBodyGyroJerk-mean()-X" "WALKING" "-0.132977562363043"
"22" "tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" "-0.0901744530194444"
"22" "tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" "-0.148450080695476"
"22" "tBodyGyroJerk-mean()-Y" "LAYING" "-0.037608730565"
"22" "tBodyGyroJerk-mean()-Y" "SITTING" "-0.0423409822741935"
"22" "tBodyGyroJerk-mean()-Y" "STANDING" "-0.0420998733444444"
"22" "tBodyGyroJerk-mean()-Y" "WALKING" "-0.0321910702173913"
"22" "tBodyGyroJerk-mean()-Y" "WALKING_DOWNSTAIRS" "-0.0355171408083333"
"22" "tBodyGyroJerk-mean()-Y" "WALKING_UPSTAIRS" "-0.0381312609738095"
"22" "tBodyGyroJerk-mean()-Z" "LAYING" "-0.0702723568194445"
"22" "tBodyGyroJerk-mean()-Z" "SITTING" "-0.0517193986693548"
"22" "tBodyGyroJerk-mean()-Z" "STANDING" "-0.0513179245555556"
"22" "tBodyGyroJerk-mean()-Z" "WALKING" "-0.0569812455608696"
"22" "tBodyGyroJerk-mean()-Z" "WALKING_DOWNSTAIRS" "-0.0481460161016667"
"22" "tBodyGyroJerk-mean()-Z" "WALKING_UPSTAIRS" "-0.067457054547619"
"22" "tBodyGyroJerk-std()-X" "LAYING" "-0.972092602916667"
"22" "tBodyGyroJerk-std()-X" "SITTING" "-0.985671250322581"
"22" "tBodyGyroJerk-std()-X" "STANDING" "-0.949716028730159"
"22" "tBodyGyroJerk-std()-X" "WALKING" "-0.226656401521739"
"22" "tBodyGyroJerk-std()-X" "WALKING_DOWNSTAIRS" "-0.264848047888889"
"22" "tBodyGyroJerk-std()-X" "WALKING_UPSTAIRS" "-0.396699215238095"
"22" "tBodyGyroJerk-std()-Y" "LAYING" "-0.980484171388889"
"22" "tBodyGyroJerk-std()-Y" "SITTING" "-0.980275619354839"
"22" "tBodyGyroJerk-std()-Y" "STANDING" "-0.984900134285714"
"22" "tBodyGyroJerk-std()-Y" "WALKING" "-0.651875468913043"
"22" "tBodyGyroJerk-std()-Y" "WALKING_DOWNSTAIRS" "-0.640280071388889"
"22" "tBodyGyroJerk-std()-Y" "WALKING_UPSTAIRS" "-0.704255415"
"22" "tBodyGyroJerk-std()-Z" "LAYING" "-0.978636301805555"
"22" "tBodyGyroJerk-std()-Z" "SITTING" "-0.97954410516129"
"22" "tBodyGyroJerk-std()-Z" "STANDING" "-0.979753572380952"
"22" "tBodyGyroJerk-std()-Z" "WALKING" "-0.234278150891304"
"22" "tBodyGyroJerk-std()-Z" "WALKING_DOWNSTAIRS" "-0.358762129444444"
"22" "tBodyGyroJerk-std()-Z" "WALKING_UPSTAIRS" "-0.515697758571429"
"22" "tBodyGyroJerkMag-mean()" "LAYING" "-0.981716936388889"
"22" "tBodyGyroJerkMag-mean()" "SITTING" "-0.98547603483871"
"22" "tBodyGyroJerkMag-mean()" "STANDING" "-0.978603529206349"
"22" "tBodyGyroJerkMag-mean()" "WALKING" "-0.461999528913043"
"22" "tBodyGyroJerkMag-mean()" "WALKING_DOWNSTAIRS" "-0.459579670833333"
"22" "tBodyGyroJerkMag-mean()" "WALKING_UPSTAIRS" "-0.568111869047619"
"22" "tBodyGyroJerkMag-std()" "LAYING" "-0.974201690972222"
"22" "tBodyGyroJerkMag-std()" "SITTING" "-0.976503766290323"
"22" "tBodyGyroJerkMag-std()" "STANDING" "-0.966086148412698"
"22" "tBodyGyroJerkMag-std()" "WALKING" "-0.503106312391304"
"22" "tBodyGyroJerkMag-std()" "WALKING_DOWNSTAIRS" "-0.617659355833333"
"22" "tBodyGyroJerkMag-std()" "WALKING_UPSTAIRS" "-0.675633024285714"
"22" "tBodyGyroMag-mean()" "LAYING" "-0.926616373333333"
"22" "tBodyGyroMag-mean()" "SITTING" "-0.942077432741935"
"22" "tBodyGyroMag-mean()" "STANDING" "-0.931624303968254"
"22" "tBodyGyroMag-mean()" "WALKING" "-0.210608043717391"
"22" "tBodyGyroMag-mean()" "WALKING_DOWNSTAIRS" "-0.161333309783333"
"22" "tBodyGyroMag-mean()" "WALKING_UPSTAIRS" "-0.1280319236"
"22" "tBodyGyroMag-std()" "LAYING" "-0.923911565972222"
"22" "tBodyGyroMag-std()" "SITTING" "-0.933268487096774"
"22" "tBodyGyroMag-std()" "STANDING" "-0.900776555555556"
"22" "tBodyGyroMag-std()" "WALKING" "-0.390775683913043"
"22" "tBodyGyroMag-std()" "WALKING_DOWNSTAIRS" "-0.263921983758333"
"22" "tBodyGyroMag-std()" "WALKING_UPSTAIRS" "-0.2025581772"
"22" "tGravityAcc-mean()-X" "LAYING" "-0.418494577083333"
"22" "tGravityAcc-mean()-X" "SITTING" "0.839305928709677"
"22" "tGravityAcc-mean()-X" "STANDING" "0.954064297619048"
"22" "tGravityAcc-mean()-X" "WALKING" "0.936096410434783"
"22" "tGravityAcc-mean()-X" "WALKING_DOWNSTAIRS" "0.921820641944444"
"22" "tGravityAcc-mean()-X" "WALKING_UPSTAIRS" "0.889454382857143"
"22" "tGravityAcc-mean()-Y" "LAYING" "0.632484075694444"
"22" "tGravityAcc-mean()-Y" "SITTING" "0.208553884"
"22" "tGravityAcc-mean()-Y" "STANDING" "-0.226418773650794"
"22" "tGravityAcc-mean()-Y" "WALKING" "-0.259644937173913"
"22" "tGravityAcc-mean()-Y" "WALKING_DOWNSTAIRS" "-0.222215179444444"
"22" "tGravityAcc-mean()-Y" "WALKING_UPSTAIRS" "-0.33682691"
"22" "tGravityAcc-mean()-Z" "LAYING" "0.771903907083333"
"22" "tGravityAcc-mean()-Z" "SITTING" "0.315551492322581"
"22" "tGravityAcc-mean()-Z" "STANDING" "0.0323824977714286"
"22" "tGravityAcc-mean()-Z" "WALKING" "0.0233780056086957"
"22" "tGravityAcc-mean()-Z" "WALKING_DOWNSTAIRS" "0.0412987957222222"
"22" "tGravityAcc-mean()-Z" "WALKING_UPSTAIRS" "-0.0957978990316667"
"22" "tGravityAcc-std()-X" "LAYING" "-0.928781249027778"
"22" "tGravityAcc-std()-X" "SITTING" "-0.972009988709677"
"22" "tGravityAcc-std()-X" "STANDING" "-0.992827298253968"
"22" "tGravityAcc-std()-X" "WALKING" "-0.969643448043478"
"22" "tGravityAcc-std()-X" "WALKING_DOWNSTAIRS" "-0.941242334722222"
"22" "tGravityAcc-std()-X" "WALKING_UPSTAIRS" "-0.94063384047619"
"22" "tGravityAcc-std()-Y" "LAYING" "-0.958826938556944"
"22" "tGravityAcc-std()-Y" "SITTING" "-0.954225015274194"
"22" "tGravityAcc-std()-Y" "STANDING" "-0.971080742857143"
"22" "tGravityAcc-std()-Y" "WALKING" "-0.963639340217391"
"22" "tGravityAcc-std()-Y" "WALKING_DOWNSTAIRS" "-0.945824352777778"
"22" "tGravityAcc-std()-Y" "WALKING_UPSTAIRS" "-0.941620221904762"
"22" "tGravityAcc-std()-Z" "LAYING" "-0.952435389166667"
"22" "tGravityAcc-std()-Z" "SITTING" "-0.927950649854839"
"22" "tGravityAcc-std()-Z" "STANDING" "-0.958890201587302"
"22" "tGravityAcc-std()-Z" "WALKING" "-0.955147847391304"
"22" "tGravityAcc-std()-Z" "WALKING_DOWNSTAIRS" "-0.906594023333333"
"22" "tGravityAcc-std()-Z" "WALKING_UPSTAIRS" "-0.913153632142857"
"22" "tGravityAccMag-mean()" "LAYING" "-0.934993799305556"
"22" "tGravityAccMag-mean()" "SITTING" "-0.942167353870968"
"22" "tGravityAccMag-mean()" "STANDING" "-0.954807661269841"
"22" "tGravityAccMag-mean()" "WALKING" "0.0722419121669565"
"22" "tGravityAccMag-mean()" "WALKING_DOWNSTAIRS" "0.330999221944444"
"22" "tGravityAccMag-mean()" "WALKING_UPSTAIRS" "0.210282608333333"
"22" "tGravityAccMag-std()" "LAYING" "-0.909407761152778"
"22" "tGravityAccMag-std()" "SITTING" "-0.924336184035484"
"22" "tGravityAccMag-std()" "STANDING" "-0.939866315079365"
"22" "tGravityAccMag-std()" "WALKING" "-0.161591787478261"
"22" "tGravityAccMag-std()" "WALKING_DOWNSTAIRS" "0.133267478527222"
"22" "tGravityAccMag-std()" "WALKING_UPSTAIRS" "-0.158757474833333"
"23" "fBodyAcc-mean()-X" "LAYING" "-0.970037238333333"
"23" "fBodyAcc-mean()-X" "SITTING" "-0.986325670882353"
"23" "fBodyAcc-mean()-X" "STANDING" "-0.983627197058824"
"23" "fBodyAcc-mean()-X" "WALKING" "-0.275404187920339"
"23" "fBodyAcc-mean()-X" "WALKING_DOWNSTAIRS" "0.205428216353704"
"23" "fBodyAcc-mean()-X" "WALKING_UPSTAIRS" "-0.272605689568627"
"23" "fBodyAcc-mean()-Y" "LAYING" "-0.982072295833333"
"23" "fBodyAcc-mean()-Y" "SITTING" "-0.953460406470588"
"23" "fBodyAcc-mean()-Y" "STANDING" "-0.962831825294118"
"23" "fBodyAcc-mean()-Y" "WALKING" "-0.0724367317966102"
"23" "fBodyAcc-mean()-Y" "WALKING_DOWNSTAIRS" "0.0959432893981482"
"23" "fBodyAcc-mean()-Y" "WALKING_UPSTAIRS" "-0.0769773944803922"
"23" "fBodyAcc-mean()-Z" "LAYING" "-0.977515213888889"
"23" "fBodyAcc-mean()-Z" "SITTING" "-0.942031166764706"
"23" "fBodyAcc-mean()-Z" "STANDING" "-0.945170568823529"
"23" "fBodyAcc-mean()-Z" "WALKING" "0.0814081078542373"
"23" "fBodyAcc-mean()-Z" "WALKING_DOWNSTAIRS" "0.280518877574074"
"23" "fBodyAcc-mean()-Z" "WALKING_UPSTAIRS" "-0.070577489272549"
"23" "fBodyAcc-meanFreq()-X" "LAYING" "-0.424151160897222"
"23" "fBodyAcc-meanFreq()-X" "SITTING" "0.0459466909620588"
"23" "fBodyAcc-meanFreq()-X" "STANDING" "-0.00428156514117647"
"23" "fBodyAcc-meanFreq()-X" "WALKING" "-0.271218699661017"
"23" "fBodyAcc-meanFreq()-X" "WALKING_DOWNSTAIRS" "-0.23469362537037"
"23" "fBodyAcc-meanFreq()-X" "WALKING_UPSTAIRS" "-0.416950400284314"
"23" "fBodyAcc-meanFreq()-Y" "LAYING" "0.0637688819034028"
"23" "fBodyAcc-meanFreq()-Y" "SITTING" "0.130083858026471"
"23" "fBodyAcc-meanFreq()-Y" "STANDING" "0.00252026687779412"
"23" "fBodyAcc-meanFreq()-Y" "WALKING" "0.107804588864407"
"23" "fBodyAcc-meanFreq()-Y" "WALKING_DOWNSTAIRS" "0.0130298524666667"
"23" "fBodyAcc-meanFreq()-Y" "WALKING_UPSTAIRS" "-0.188068413803922"
"23" "fBodyAcc-meanFreq()-Z" "LAYING" "0.298416658291667"
"23" "fBodyAcc-meanFreq()-Z" "SITTING" "0.0837341059411765"
"23" "fBodyAcc-meanFreq()-Z" "STANDING" "-0.00225195262220588"
"23" "fBodyAcc-meanFreq()-Z" "WALKING" "0.121798905935593"
"23" "fBodyAcc-meanFreq()-Z" "WALKING_DOWNSTAIRS" "0.178520969805556"
"23" "fBodyAcc-meanFreq()-Z" "WALKING_UPSTAIRS" "-0.20350714824902"
"23" "fBodyAcc-std()-X" "LAYING" "-0.952410957638889"
"23" "fBodyAcc-std()-X" "SITTING" "-0.988345258235294"
"23" "fBodyAcc-std()-X" "STANDING" "-0.986333385588235"
"23" "fBodyAcc-std()-X" "WALKING" "-0.329807279830508"
"23" "fBodyAcc-std()-X" "WALKING_DOWNSTAIRS" "-0.0282962478037037"
"23" "fBodyAcc-std()-X" "WALKING_UPSTAIRS" "-0.234309548019608"
"23" "fBodyAcc-std()-Y" "LAYING" "-0.974304149166667"
"23" "fBodyAcc-std()-Y" "SITTING" "-0.930781487205882"
"23" "fBodyAcc-std()-Y" "STANDING" "-0.958042411176471"
"23" "fBodyAcc-std()-Y" "WALKING" "-0.202524061966102"
"23" "fBodyAcc-std()-Y" "WALKING_DOWNSTAIRS" "0.0432283686975926"
"23" "fBodyAcc-std()-Y" "WALKING_UPSTAIRS" "0.0380597405498039"
"23" "fBodyAcc-std()-Z" "LAYING" "-0.972261283055556"
"23" "fBodyAcc-std()-Z" "SITTING" "-0.896125263911765"
"23" "fBodyAcc-std()-Z" "STANDING" "-0.926110099117647"
"23" "fBodyAcc-std()-Z" "WALKING" "0.1161434407"
"23" "fBodyAcc-std()-Z" "WALKING_DOWNSTAIRS" "0.0947940973814815"
"23" "fBodyAcc-std()-Z" "WALKING_UPSTAIRS" "0.104508755759412"
"23" "fBodyAccJerk-mean()-X" "LAYING" "-0.986204659166667"
"23" "fBodyAccJerk-mean()-X" "SITTING" "-0.984550863529412"
"23" "fBodyAccJerk-mean()-X" "STANDING" "-0.983283252058823"
"23" "fBodyAccJerk-mean()-X" "WALKING" "-0.290410454881356"
"23" "fBodyAccJerk-mean()-X" "WALKING_DOWNSTAIRS" "0.201542909494444"
"23" "fBodyAccJerk-mean()-X" "WALKING_UPSTAIRS" "-0.365642513176471"
"23" "fBodyAccJerk-mean()-Y" "LAYING" "-0.988230264166667"
"23" "fBodyAccJerk-mean()-Y" "SITTING" "-0.978136218235294"
"23" "fBodyAccJerk-mean()-Y" "STANDING" "-0.975176561617647"
"23" "fBodyAccJerk-mean()-Y" "WALKING" "-0.155488720747458"
"23" "fBodyAccJerk-mean()-Y" "WALKING_DOWNSTAIRS" "-0.0724504562777778"
"23" "fBodyAccJerk-mean()-Y" "WALKING_UPSTAIRS" "-0.326236287627451"
"23" "fBodyAccJerk-mean()-Z" "LAYING" "-0.982415511805556"
"23" "fBodyAccJerk-mean()-Z" "SITTING" "-0.972656226029412"
"23" "fBodyAccJerk-mean()-Z" "STANDING" "-0.969610229705882"
"23" "fBodyAccJerk-mean()-Z" "WALKING" "-0.0572021324745763"
"23" "fBodyAccJerk-mean()-Z" "WALKING_DOWNSTAIRS" "0.157775692377778"
"23" "fBodyAccJerk-mean()-Z" "WALKING_UPSTAIRS" "-0.346605238039216"
"23" "fBodyAccJerk-meanFreq()-X" "LAYING" "0.206066869445833"
"23" "fBodyAccJerk-meanFreq()-X" "SITTING" "0.285643525808824"
"23" "fBodyAccJerk-meanFreq()-X" "STANDING" "0.201179907463235"
"23" "fBodyAccJerk-meanFreq()-X" "WALKING" "-0.269875748525424"
"23" "fBodyAccJerk-meanFreq()-X" "WALKING_DOWNSTAIRS" "-0.210126610722222"
"23" "fBodyAccJerk-meanFreq()-X" "WALKING_UPSTAIRS" "-0.278707884980392"
"23" "fBodyAccJerk-meanFreq()-Y" "LAYING" "0.0982745766404167"
"23" "fBodyAccJerk-meanFreq()-Y" "SITTING" "-0.0438597429455882"
"23" "fBodyAccJerk-meanFreq()-Y" "STANDING" "-0.0878295931260294"
"23" "fBodyAccJerk-meanFreq()-Y" "WALKING" "-0.278843950576271"
"23" "fBodyAccJerk-meanFreq()-Y" "WALKING_DOWNSTAIRS" "-0.181909200418519"
"23" "fBodyAccJerk-meanFreq()-Y" "WALKING_UPSTAIRS" "-0.357319836562745"
"23" "fBodyAccJerk-meanFreq()-Z" "LAYING" "0.230107945944444"
"23" "fBodyAccJerk-meanFreq()-Z" "SITTING" "0.0323132713205882"
"23" "fBodyAccJerk-meanFreq()-Z" "STANDING" "-0.0988283243558824"
"23" "fBodyAccJerk-meanFreq()-Z" "WALKING" "-0.366737656932203"
"23" "fBodyAccJerk-meanFreq()-Z" "WALKING_DOWNSTAIRS" "-0.179004310844444"
"23" "fBodyAccJerk-meanFreq()-Z" "WALKING_UPSTAIRS" "-0.443171315294118"
"23" "fBodyAccJerk-std()-X" "LAYING" "-0.987840852638889"
"23" "fBodyAccJerk-std()-X" "SITTING" "-0.986019630441176"
"23" "fBodyAccJerk-std()-X" "STANDING" "-0.984531642205882"
"23" "fBodyAccJerk-std()-X" "WALKING" "-0.235172990305085"
"23" "fBodyAccJerk-std()-X" "WALKING_DOWNSTAIRS" "0.0819587190574074"
"23" "fBodyAccJerk-std()-X" "WALKING_UPSTAIRS" "-0.424877553333333"
"23" "fBodyAccJerk-std()-Y" "LAYING" "-0.989995616944444"
"23" "fBodyAccJerk-std()-Y" "SITTING" "-0.979564696911765"
"23" "fBodyAccJerk-std()-Y" "STANDING" "-0.977157997794118"
"23" "fBodyAccJerk-std()-Y" "WALKING" "-0.0609753095355932"
"23" "fBodyAccJerk-std()-Y" "WALKING_DOWNSTAIRS" "-0.177697841296296"
"23" "fBodyAccJerk-std()-Y" "WALKING_UPSTAIRS" "-0.380894442941176"
"23" "fBodyAccJerk-std()-Z" "LAYING" "-0.985502011944444"
"23" "fBodyAccJerk-std()-Z" "SITTING" "-0.977936447205882"
"23" "fBodyAccJerk-std()-Z" "STANDING" "-0.976241315882353"
"23" "fBodyAccJerk-std()-Z" "WALKING" "-0.00623647528983051"
"23" "fBodyAccJerk-std()-Z" "WALKING_DOWNSTAIRS" "-0.09851956305"
"23" "fBodyAccJerk-std()-Z" "WALKING_UPSTAIRS" "-0.46895638372549"
"23" "fBodyAccMag-mean()" "LAYING" "-0.967747053194444"
"23" "fBodyAccMag-mean()" "SITTING" "-0.945837830147059"
"23" "fBodyAccMag-mean()" "STANDING" "-0.957986177058823"
"23" "fBodyAccMag-mean()" "WALKING" "-0.0942606311677966"
"23" "fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" "0.364829993351852"
"23" "fBodyAccMag-mean()" "WALKING_UPSTAIRS" "-0.231382662235294"
"23" "fBodyAccMag-meanFreq()" "LAYING" "0.0359321171277778"
"23" "fBodyAccMag-meanFreq()" "SITTING" "0.162284907683824"
"23" "fBodyAccMag-meanFreq()" "STANDING" "0.0611889890617647"
"23" "fBodyAccMag-meanFreq()" "WALKING" "0.281811709254237"
"23" "fBodyAccMag-meanFreq()" "WALKING_DOWNSTAIRS" "0.167846645746296"
"23" "fBodyAccMag-meanFreq()" "WALKING_UPSTAIRS" "-0.0111619282254902"
"23" "fBodyAccMag-std()" "LAYING" "-0.958465695416667"
"23" "fBodyAccMag-std()" "SITTING" "-0.927090118382353"
"23" "fBodyAccMag-std()" "STANDING" "-0.955291356470588"
"23" "fBodyAccMag-std()" "WALKING" "-0.407577515762712"
"23" "fBodyAccMag-std()" "WALKING_DOWNSTAIRS" "-0.0453930349148148"
"23" "fBodyAccMag-std()" "WALKING_UPSTAIRS" "-0.410047643333333"
"23" "fBodyBodyAccJerkMag-mean()" "LAYING" "-0.985905703888889"
"23" "fBodyBodyAccJerkMag-mean()" "SITTING" "-0.974121466764706"
"23" "fBodyBodyAccJerkMag-mean()" "STANDING" "-0.973798155735294"
"23" "fBodyBodyAccJerkMag-mean()" "WALKING" "-0.0180705701559322"
"23" "fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" "0.335009724333333"
"23" "fBodyBodyAccJerkMag-mean()" "WALKING_UPSTAIRS" "-0.302968064764706"
"23" "fBodyBodyAccJerkMag-meanFreq()" "LAYING" "0.338094710990278"
"23" "fBodyBodyAccJerkMag-meanFreq()" "SITTING" "0.199533745057059"
"23" "fBodyBodyAccJerkMag-meanFreq()" "STANDING" "0.261655799526471"
"23" "fBodyBodyAccJerkMag-meanFreq()" "WALKING" "0.15173584590678"
"23" "fBodyBodyAccJerkMag-meanFreq()" "WALKING_DOWNSTAIRS" "0.0579874222987037"
"23" "fBodyBodyAccJerkMag-meanFreq()" "WALKING_UPSTAIRS" "0.148281880568627"
"23" "fBodyBodyAccJerkMag-std()" "LAYING" "-0.986540200694444"
"23" "fBodyBodyAccJerkMag-std()" "SITTING" "-0.972117016617647"
"23" "fBodyBodyAccJerkMag-std()" "STANDING" "-0.9750536875"
"23" "fBodyBodyAccJerkMag-std()" "WALKING" "-0.0457372334118644"
"23" "fBodyBodyAccJerkMag-std()" "WALKING_DOWNSTAIRS" "0.2244805035"
"23" "fBodyBodyAccJerkMag-std()" "WALKING_UPSTAIRS" "-0.454324844901961"
"23" "fBodyBodyGyroJerkMag-mean()" "LAYING" "-0.981846854305556"
"23" "fBodyBodyGyroJerkMag-mean()" "SITTING" "-0.980707211470588"
"23" "fBodyBodyGyroJerkMag-mean()" "STANDING" "-0.972598810882353"
"23" "fBodyBodyGyroJerkMag-mean()" "WALKING" "0.146618569064407"
"23" "fBodyBodyGyroJerkMag-mean()" "WALKING_DOWNSTAIRS" "0.0746754643666667"
"23" "fBodyBodyGyroJerkMag-mean()" "WALKING_UPSTAIRS" "-0.51871565"
"23" "fBodyBodyGyroJerkMag-meanFreq()" "LAYING" "0.225885068995833"
"23" "fBodyBodyGyroJerkMag-meanFreq()" "SITTING" "0.0531832551514706"
"23" "fBodyBodyGyroJerkMag-meanFreq()" "STANDING" "0.128376237985294"
"23" "fBodyBodyGyroJerkMag-meanFreq()" "WALKING" "0.176693448469492"
"23" "fBodyBodyGyroJerkMag-meanFreq()" "WALKING_DOWNSTAIRS" "0.221849483707407"
"23" "fBodyBodyGyroJerkMag-meanFreq()" "WALKING_UPSTAIRS" "0.233770059509804"
"23" "fBodyBodyGyroJerkMag-std()" "LAYING" "-0.98158514125"
"23" "fBodyBodyGyroJerkMag-std()" "SITTING" "-0.978499038088235"
"23" "fBodyBodyGyroJerkMag-std()" "STANDING" "-0.973849691470588"
"23" "fBodyBodyGyroJerkMag-std()" "WALKING" "0.287834616098305"
"23" "fBodyBodyGyroJerkMag-std()" "WALKING_DOWNSTAIRS" "-0.0398573780185185"
"23" "fBodyBodyGyroJerkMag-std()" "WALKING_UPSTAIRS" "-0.632659461568627"
"23" "fBodyBodyGyroMag-mean()" "LAYING" "-0.966239347916667"
"23" "fBodyBodyGyroMag-mean()" "SITTING" "-0.952293277205882"
"23" "fBodyBodyGyroMag-mean()" "STANDING" "-0.944583829705882"
"23" "fBodyBodyGyroMag-mean()" "WALKING" "0.185078207383051"
"23" "fBodyBodyGyroMag-mean()" "WALKING_DOWNSTAIRS" "0.150825734842593"
"23" "fBodyBodyGyroMag-mean()" "WALKING_UPSTAIRS" "-0.380388292223529"
"23" "fBodyBodyGyroMag-meanFreq()" "LAYING" "0.102453271218056"
"23" "fBodyBodyGyroMag-meanFreq()" "SITTING" "0.125456560348529"
"23" "fBodyBodyGyroMag-meanFreq()" "STANDING" "-0.121999620029412"
"23" "fBodyBodyGyroMag-meanFreq()" "WALKING" "0.409521611525424"
